year,region_code,region,exiobase_code,exiobase_category,ef_kgco23_per_mil_euros,ef_kgco2e_per_euro,market
2022,SE,Sweden,p40.11.g,Electricity by biomass and waste,363393.35,0.36339335,"EMEA (Europe, the Middle East and Africa)"
2022,SI,Slovenia,p40.11.g,Electricity by biomass and waste,955724.06,0.95572406,"EMEA (Europe, the Middle East and Africa)"
2022,SK,Slovakia,p40.11.g,Electricity by biomass and waste,770375.93,0.77037593,"EMEA (Europe, the Middle East and Africa)"
2022,GB,United Kingdom,p40.11.g,Electricity by biomass and waste,1810169.91,1.81016991,"EMEA (Europe, the Middle East and Africa)"
2022,US,United States,p40.11.g,Electricity by biomass and waste,3976462.33,3.97646233,NA (North America)
2022,JP,Japan,p40.11.g,Electricity by biomass and waste,3708046.81,3.70804681,APAC (Asia-Pacific)
2022,CN,China,p40.11.g,Electricity by biomass and waste,2004188.3,2.0041883,APAC (Asia-Pacific)
2022,CA,Canada,p40.11.g,Electricity by biomass and waste,974307.27,0.97430727,NA (North America)
2022,KR,Korea,p40.11.g,Electricity by biomass and waste,5675153.13,5.67515313,APAC (Asia-Pacific)
2022,BR,Brazil,p40.11.g,Electricity by biomass and waste,414951.21,0.41495121,LATAM (Latin America)
2022,IN,India,p40.11.g,Electricity by biomass and waste,534688.12,0.53468812,APAC (Asia-Pacific)
2022,MX,Mexico,p40.11.g,Electricity by biomass and waste,25965315.1,25.9653151,LATAM (Latin America)
2022,RU,Russia,p40.11.g,Electricity by biomass and waste,83988781,83.988781,"EMEA (Europe, the Middle East and Africa)"
2022,AU,Australia,p40.11.g,Electricity by biomass and waste,6184042.26,6.18404226,APAC (Asia-Pacific)
2022,CH,Switzerland,p40.11.g,Electricity by biomass and waste,334310.39,0.33431039,"EMEA (Europe, the Middle East and Africa)"
2022,TR,Turkey,p40.11.g,Electricity by biomass and waste,12794792.2,12.7947922,"EMEA (Europe, the Middle East and Africa)"
2022,TW,Taiwan,p40.11.g,Electricity by biomass and waste,637471.27,0.63747127,APAC (Asia-Pacific)
2022,NO,Norway,p40.11.g,Electricity by biomass and waste,594692.34,0.59469234,"EMEA (Europe, the Middle East and Africa)"
2022,ID,Indonesia,p40.11.g,Electricity by biomass and waste,1369184.38,1.36918438,APAC (Asia-Pacific)
2022,ZA,South Africa,p40.11.g,Electricity by biomass and waste,760254.64,0.76025464,"EMEA (Europe, the Middle East and Africa)"
2022,WA,ROW-Asia,p40.11.g,Electricity by biomass and waste,4473239.97,4.47323997,APAC (Asia-Pacific)
2022,WL,ROW-Americas,p40.11.g,Electricity by biomass and waste,6661181.18,6.66118118,LATAM (Latin America)
2022,WE,ROW-Europe,p40.11.g,Electricity by biomass and waste,2486191.33,2.48619133,"EMEA (Europe, the Middle East and Africa)"
2022,WF,ROW-Africa,p40.11.g,Electricity by biomass and waste,5142057.59,5.14205759,"EMEA (Europe, the Middle East and Africa)"
2022,WM,ROW-Middle East,p40.11.g,Electricity by biomass and waste,1126061.71,1.12606171,"EMEA (Europe, the Middle East and Africa)"
2022,AT,Austria,p40.11.a,Electricity by coal,4278215.65,4.27821565,"EMEA (Europe, the Middle East and Africa)"
2022,BE,Belgium,p40.11.a,Electricity by coal,5474821.07,5.47482107,"EMEA (Europe, the Middle East and Africa)"
2022,BG,Bulgaria,p40.11.a,Electricity by coal,19799311.9,19.7993119,"EMEA (Europe, the Middle East and Africa)"
2022,CY,Cyprus,p40.11.a,Electricity by coal,0,0,"EMEA (Europe, the Middle East and Africa)"
2022,CZ,Czech Republic,p40.11.a,Electricity by coal,3453407.83,3.45340783,"EMEA (Europe, the Middle East and Africa)"
2022,DE,Germany,p40.11.a,Electricity by coal,6479040.51,6.47904051,"EMEA (Europe, the Middle East and Africa)"
2022,DK,Denmark,p40.11.a,Electricity by coal,467174.11,0.46717411,"EMEA (Europe, the Middle East and Africa)"
2022,EE,Estonia,p40.11.a,Electricity by coal,15023449.7,15.0234497,"EMEA (Europe, the Middle East and Africa)"
2022,ES,Spain,p40.11.a,Electricity by coal,6408201.33,6.40820133,"EMEA (Europe, the Middle East and Africa)"
2022,FI,Finland,p40.11.a,Electricity by coal,2138517.75,2.13851775,"EMEA (Europe, the Middle East and Africa)"
2022,FR,France,p40.11.a,Electricity by coal,4803807.54,4.80380754,"EMEA (Europe, the Middle East and Africa)"
2022,GR,Greece,p40.11.a,Electricity by coal,4451098.83,4.45109883,"EMEA (Europe, the Middle East and Africa)"
2022,HR,Croatia,p40.11.a,Electricity by coal,2675031.78,2.67503178,"EMEA (Europe, the Middle East and Africa)"
2022,HU,Hungary,p40.11.a,Electricity by coal,11718202.4,11.7182024,"EMEA (Europe, the Middle East and Africa)"
2022,IE,Ireland,p40.11.a,Electricity by coal,11356668,11.356668,"EMEA (Europe, the Middle East and Africa)"
2022,IT,Italy,p40.11.a,Electricity by coal,8869141.7,8.8691417,"EMEA (Europe, the Middle East and Africa)"
2022,LT,Lithuania,p40.11.a,Electricity by coal,2906430.93,2.90643093,"EMEA (Europe, the Middle East and Africa)"
2022,LU,Luxembourg,p40.11.a,Electricity by coal,1518753.35,1.51875335,"EMEA (Europe, the Middle East and Africa)"
2022,LV,Latvia,p40.11.a,Electricity by coal,1342928.33,1.34292833,"EMEA (Europe, the Middle East and Africa)"
2022,MT,Malta,p40.11.a,Electricity by coal,0,0,"EMEA (Europe, the Middle East and Africa)"
2022,NL,Netherlands,p40.11.a,Electricity by coal,12505246.7,12.5052467,"EMEA (Europe, the Middle East and Africa)"
2022,PL,Poland,p40.11.a,Electricity by coal,1309765.43,1.30976543,"EMEA (Europe, the Middle East and Africa)"
2022,PT,Portugal,p40.11.a,Electricity by coal,7076184.54,7.07618454,"EMEA (Europe, the Middle East and Africa)"
2022,RO,Romania,p40.11.a,Electricity by coal,7450100.99,7.45010099,"EMEA (Europe, the Middle East and Africa)"
2022,SE,Sweden,p40.11.a,Electricity by coal,869368.7,0.8693687,"EMEA (Europe, the Middle East and Africa)"
2022,SI,Slovenia,p40.11.a,Electricity by coal,1562265.25,1.56226525,"EMEA (Europe, the Middle East and Africa)"
2022,SK,Slovakia,p40.11.a,Electricity by coal,652452.98,0.65245298,"EMEA (Europe, the Middle East and Africa)"
2022,GB,United Kingdom,p40.11.a,Electricity by coal,8111395.22,8.11139522,"EMEA (Europe, the Middle East and Africa)"
2022,US,United States,p40.11.a,Electricity by coal,12190254.7,12.1902547,NA (North America)
2022,JP,Japan,p40.11.a,Electricity by coal,6740166.25,6.74016625,APAC (Asia-Pacific)
2022,CN,China,p40.11.a,Electricity by coal,12313409.7,12.3134097,APAC (Asia-Pacific)
2022,CA,Canada,p40.11.a,Electricity by coal,16031957.9,16.0319579,NA (North America)
2022,KR,Korea,p40.11.a,Electricity by coal,18042010.2,18.0420102,APAC (Asia-Pacific)
2022,BR,Brazil,p40.11.a,Electricity by coal,218121294,218.121294,LATAM (Latin America)
2022,IN,India,p40.11.a,Electricity by coal,24777471,24.777471,APAC (Asia-Pacific)
2022,MX,Mexico,p40.11.a,Electricity by coal,26411944.8,26.4119448,LATAM (Latin America)
2022,RU,Russia,p40.11.a,Electricity by coal,2808843.81,2.80884381,"EMEA (Europe, the Middle East and Africa)"
2022,AU,Australia,p40.11.a,Electricity by coal,10578068.9,10.5780689,APAC (Asia-Pacific)
2022,CH,Switzerland,p40.11.a,Electricity by coal,0,0,"EMEA (Europe, the Middle East and Africa)"
2022,TR,Turkey,p40.11.a,Electricity by coal,19134552.8,19.1345528,"EMEA (Europe, the Middle East and Africa)"
2022,TW,Taiwan,p40.11.a,Electricity by coal,14011860.3,14.0118603,APAC (Asia-Pacific)
2022,NO,Norway,p40.11.a,Electricity by coal,1190682.19,1.19068219,"EMEA (Europe, the Middle East and Africa)"
2022,ID,Indonesia,p40.11.a,Electricity by coal,40183337.3,40.1833373,APAC (Asia-Pacific)
2022,ZA,South Africa,p40.11.a,Electricity by coal,75366323.2,75.3663232,"EMEA (Europe, the Middle East and Africa)"
2022,WA,ROW-Asia,p40.11.a,Electricity by coal,19207683.8,19.2076838,APAC (Asia-Pacific)
2022,WL,ROW-Americas,p40.11.a,Electricity by coal,25455309.2,25.4553092,LATAM (Latin America)
2022,WE,ROW-Europe,p40.11.a,Electricity by coal,19580167.8,19.5801678,"EMEA (Europe, the Middle East and Africa)"
2022,WF,ROW-Africa,p40.11.a,Electricity by coal,12528850.5,12.5288505,"EMEA (Europe, the Middle East and Africa)"
2022,WM,ROW-Middle East,p40.11.a,Electricity by coal,7386003.78,7.38600378,"EMEA (Europe, the Middle East and Africa)"
2022,AT,Austria,p40.11.b,Electricity by gas,2072298.33,2.07229833,"EMEA (Europe, the Middle East and Africa)"
2022,BE,Belgium,p40.11.b,Electricity by gas,3141292.2,3.1412922,"EMEA (Europe, the Middle East and Africa)"
2022,BG,Bulgaria,p40.11.b,Electricity by gas,382358.5,0.3823585,"EMEA (Europe, the Middle East and Africa)"
2022,CY,Cyprus,p40.11.b,Electricity by gas,0,0,"EMEA (Europe, the Middle East and Africa)"
2022,CZ,Czech Republic,p40.11.b,Electricity by gas,7689145.52,7.68914552,"EMEA (Europe, the Middle East and Africa)"
2022,DE,Germany,p40.11.b,Electricity by gas,759500.82,0.75950082,"EMEA (Europe, the Middle East and Africa)"
2022,DK,Denmark,p40.11.b,Electricity by gas,388043.03,0.38804303,"EMEA (Europe, the Middle East and Africa)"
2022,EE,Estonia,p40.11.b,Electricity by gas,4817919.44,4.81791944,"EMEA (Europe, the Middle East and Africa)"
2022,ES,Spain,p40.11.b,Electricity by gas,1490982.63,1.49098263,"EMEA (Europe, the Middle East and Africa)"
2022,FI,Finland,p40.11.b,Electricity by gas,1047079.56,1.04707956,"EMEA (Europe, the Middle East and Africa)"
2022,FR,France,p40.11.b,Electricity by gas,1838960.46,1.83896046,"EMEA (Europe, the Middle East and Africa)"
2022,GR,Greece,p40.11.b,Electricity by gas,1699517.14,1.69951714,"EMEA (Europe, the Middle East and Africa)"
2022,HR,Croatia,p40.11.b,Electricity by gas,1476415.7,1.4764157,"EMEA (Europe, the Middle East and Africa)"
2022,HU,Hungary,p40.11.b,Electricity by gas,2996107.26,2.99610726,"EMEA (Europe, the Middle East and Africa)"
2022,IE,Ireland,p40.11.b,Electricity by gas,6164585.81,6.16458581,"EMEA (Europe, the Middle East and Africa)"
2022,IT,Italy,p40.11.b,Electricity by gas,2065034.09,2.06503409,"EMEA (Europe, the Middle East and Africa)"
2022,LT,Lithuania,p40.11.b,Electricity by gas,3839467.03,3.83946703,"EMEA (Europe, the Middle East and Africa)"
2022,LU,Luxembourg,p40.11.b,Electricity by gas,983140.84,0.98314084,"EMEA (Europe, the Middle East and Africa)"
2022,LV,Latvia,p40.11.b,Electricity by gas,978346.4,0.9783464,"EMEA (Europe, the Middle East and Africa)"
2022,MT,Malta,p40.11.b,Electricity by gas,0,0,"EMEA (Europe, the Middle East and Africa)"
2022,NL,Netherlands,p40.11.b,Electricity by gas,1728517.4,1.7285174,"EMEA (Europe, the Middle East and Africa)"
2022,PL,Poland,p40.11.b,Electricity by gas,492307.95,0.49230795,"EMEA (Europe, the Middle East and Africa)"
2022,PT,Portugal,p40.11.b,Electricity by gas,1312333.32,1.31233332,"EMEA (Europe, the Middle East and Africa)"
2022,RO,Romania,p40.11.b,Electricity by gas,771677.69,0.77167769,"EMEA (Europe, the Middle East and Africa)"
2022,SE,Sweden,p40.11.b,Electricity by gas,919113.34,0.91911334,"EMEA (Europe, the Middle East and Africa)"
2022,SI,Slovenia,p40.11.b,Electricity by gas,447499.02,0.44749902,"EMEA (Europe, the Middle East and Africa)"
2022,SK,Slovakia,p40.11.b,Electricity by gas,917101.04,0.91710104,"EMEA (Europe, the Middle East and Africa)"
2022,GB,United Kingdom,p40.11.b,Electricity by gas,1333807.21,1.33380721,"EMEA (Europe, the Middle East and Africa)"
2022,US,United States,p40.11.b,Electricity by gas,13018318.1,13.0183181,NA (North America)
2022,JP,Japan,p40.11.b,Electricity by gas,6438585.19,6.43858519,APAC (Asia-Pacific)
2022,CN,China,p40.11.b,Electricity by gas,13602360.7,13.6023607,APAC (Asia-Pacific)
2022,CA,Canada,p40.11.b,Electricity by gas,11879714.4,11.8797144,NA (North America)
2022,KR,Korea,p40.11.b,Electricity by gas,12822474.4,12.8224744,APAC (Asia-Pacific)
2022,BR,Brazil,p40.11.b,Electricity by gas,66773309.2,66.7733092,LATAM (Latin America)
2022,IN,India,p40.11.b,Electricity by gas,4178500.77,4.17850077,APAC (Asia-Pacific)
2022,MX,Mexico,p40.11.b,Electricity by gas,17009032.3,17.0090323,LATAM (Latin America)
2022,RU,Russia,p40.11.b,Electricity by gas,758644.12,0.75864412,"EMEA (Europe, the Middle East and Africa)"
2022,AU,Australia,p40.11.b,Electricity by gas,10448589.3,10.4485893,APAC (Asia-Pacific)
2022,CH,Switzerland,p40.11.b,Electricity by gas,259198.88,0.25919888,"EMEA (Europe, the Middle East and Africa)"
2022,TR,Turkey,p40.11.b,Electricity by gas,7460796.91,7.46079691,"EMEA (Europe, the Middle East and Africa)"
2022,TW,Taiwan,p40.11.b,Electricity by gas,8900196.52,8.90019652,APAC (Asia-Pacific)
2022,NO,Norway,p40.11.b,Electricity by gas,6712869.18,6.71286918,"EMEA (Europe, the Middle East and Africa)"
2022,ID,Indonesia,p40.11.b,Electricity by gas,38507334.7,38.5073347,APAC (Asia-Pacific)
2022,ZA,South Africa,p40.11.b,Electricity by gas,0,0,"EMEA (Europe, the Middle East and Africa)"
2022,WA,ROW-Asia,p40.11.b,Electricity by gas,8186022.14,8.18602214,APAC (Asia-Pacific)
2022,WL,ROW-Americas,p40.11.b,Electricity by gas,9372329.56,9.37232956,LATAM (Latin America)
2022,WE,ROW-Europe,p40.11.b,Electricity by gas,5269726.46,5.26972646,"EMEA (Europe, the Middle East and Africa)"
2022,WF,ROW-Africa,p40.11.b,Electricity by gas,7210229.34,7.21022934,"EMEA (Europe, the Middle East and Africa)"
2022,WM,ROW-Middle East,p40.11.b,Electricity by gas,9516677.63,9.51667763,"EMEA (Europe, the Middle East and Africa)"
2022,AT,Austria,p40.11.k,Electricity by geothermal,1760772.08,1.76077208,"EMEA (Europe, the Middle East and Africa)"
2022,BE,Belgium,p40.11.k,Electricity by geothermal,2227338.96,2.22733896,"EMEA (Europe, the Middle East and Africa)"
2022,BG,Bulgaria,p40.11.k,Electricity by geothermal,0,0,"EMEA (Europe, the Middle East and Africa)"
2022,CY,Cyprus,p40.11.k,Electricity by geothermal,0,0,"EMEA (Europe, the Middle East and Africa)"
2022,CZ,Czech Republic,p40.11.k,Electricity by geothermal,303558.07,0.30355807,"EMEA (Europe, the Middle East and Africa)"
2022,DE,Germany,p40.11.k,Electricity by geothermal,0,0,"EMEA (Europe, the Middle East and Africa)"
2022,DK,Denmark,p40.11.k,Electricity by geothermal,0,0,"EMEA (Europe, the Middle East and Africa)"
2022,EE,Estonia,p40.11.k,Electricity by geothermal,0,0,"EMEA (Europe, the Middle East and Africa)"
2022,ES,Spain,p40.11.k,Electricity by geothermal,404351.54,0.40435154,"EMEA (Europe, the Middle East and Africa)"
2022,FI,Finland,p40.11.k,Electricity by geothermal,39318117.6,39.3181176,"EMEA (Europe, the Middle East and Africa)"
2022,FR,France,p40.11.k,Electricity by geothermal,0,0,"EMEA (Europe, the Middle East and Africa)"
2022,GR,Greece,p40.11.k,Electricity by geothermal,0,0,"EMEA (Europe, the Middle East and Africa)"
2022,HR,Croatia,p40.11.k,Electricity by geothermal,244097.34,0.24409734,"EMEA (Europe, the Middle East and Africa)"
2022,HU,Hungary,p40.11.k,Electricity by geothermal,0,0,"EMEA (Europe, the Middle East and Africa)"
2022,IE,Ireland,p40.11.k,Electricity by geothermal,4276744.3,4.2767443,"EMEA (Europe, the Middle East and Africa)"
2022,IT,Italy,p40.11.k,Electricity by geothermal,258182.57,0.25818257,"EMEA (Europe, the Middle East and Africa)"
2022,LT,Lithuania,p40.11.k,Electricity by geothermal,793170.15,0.79317015,"EMEA (Europe, the Middle East and Africa)"
2022,LU,Luxembourg,p40.11.k,Electricity by geothermal,13365655.6,13.3656556,"EMEA (Europe, the Middle East and Africa)"
2022,LV,Latvia,p40.11.k,Electricity by geothermal,0,0,"EMEA (Europe, the Middle East and Africa)"
2022,MT,Malta,p40.11.k,Electricity by geothermal,0,0,"EMEA (Europe, the Middle East and Africa)"
2022,NL,Netherlands,p40.11.k,Electricity by geothermal,6229911766,6229.911766,"EMEA (Europe, the Middle East and Africa)"
2022,PL,Poland,p40.11.k,Electricity by geothermal,367950.74,0.36795074,"EMEA (Europe, the Middle East and Africa)"
2022,PT,Portugal,p40.11.k,Electricity by geothermal,203812.68,0.20381268,"EMEA (Europe, the Middle East and Africa)"
2022,RO,Romania,p40.11.k,Electricity by geothermal,0,0,"EMEA (Europe, the Middle East and Africa)"
2022,SE,Sweden,p40.11.k,Electricity by geothermal,34341809.9,34.3418099,"EMEA (Europe, the Middle East and Africa)"
2022,SI,Slovenia,p40.11.k,Electricity by geothermal,285711.02,0.28571102,"EMEA (Europe, the Middle East and Africa)"
2022,SK,Slovakia,p40.11.k,Electricity by geothermal,0,0,"EMEA (Europe, the Middle East and Africa)"
2022,GB,United Kingdom,p40.11.k,Electricity by geothermal,0,0,"EMEA (Europe, the Middle East and Africa)"
2022,US,United States,p40.11.k,Electricity by geothermal,60346.14,0.06034614,NA (North America)
2022,JP,Japan,p40.11.k,Electricity by geothermal,489174.02,0.48917402,APAC (Asia-Pacific)
2022,CN,China,p40.11.k,Electricity by geothermal,627626106,627.626106,APAC (Asia-Pacific)
2022,CA,Canada,p40.11.k,Electricity by geothermal,451069.99,0.45106999,NA (North America)
2022,KR,Korea,p40.11.k,Electricity by geothermal,0,0,APAC (Asia-Pacific)
2022,BR,Brazil,p40.11.k,Electricity by geothermal,0,0,LATAM (Latin America)
2022,IN,India,p40.11.k,Electricity by geothermal,1118580.92,1.11858092,APAC (Asia-Pacific)
2022,MX,Mexico,p40.11.k,Electricity by geothermal,340181.71,0.34018171,LATAM (Latin America)
2022,RU,Russia,p40.11.k,Electricity by geothermal,8850853.06,8.85085306,"EMEA (Europe, the Middle East and Africa)"
2022,AU,Australia,p40.11.k,Electricity by geothermal,769708.73,0.76970873,APAC (Asia-Pacific)
2022,CH,Switzerland,p40.11.k,Electricity by geothermal,0,0,"EMEA (Europe, the Middle East and Africa)"
2022,TR,Turkey,p40.11.k,Electricity by geothermal,13190027.2,13.1900272,"EMEA (Europe, the Middle East and Africa)"
2022,TW,Taiwan,p40.11.k,Electricity by geothermal,0,0,APAC (Asia-Pacific)
2022,NO,Norway,p40.11.k,Electricity by geothermal,0,0,"EMEA (Europe, the Middle East and Africa)"
2022,ID,Indonesia,p40.11.k,Electricity by geothermal,272747.83,0.27274783,APAC (Asia-Pacific)
2022,ZA,South Africa,p40.11.k,Electricity by geothermal,0,0,"EMEA (Europe, the Middle East and Africa)"
2022,WA,ROW-Asia,p40.11.k,Electricity by geothermal,360655.64,0.36065564,APAC (Asia-Pacific)
2022,WL,ROW-Americas,p40.11.k,Electricity by geothermal,399429.87,0.39942987,LATAM (Latin America)
2022,WE,ROW-Europe,p40.11.k,Electricity by geothermal,1733139.84,1.73313984,"EMEA (Europe, the Middle East and Africa)"
2022,WF,ROW-Africa,p40.11.k,Electricity by geothermal,898361.1,0.8983611,"EMEA (Europe, the Middle East and Africa)"
2022,WM,ROW-Middle East,p40.11.k,Electricity by geothermal,931013.27,0.93101327,"EMEA (Europe, the Middle East and Africa)"
2022,AT,Austria,p40.11.d,Electricity by hydro,137141.44,0.13714144,"EMEA (Europe, the Middle East and Africa)"
2022,BE,Belgium,p40.11.d,Electricity by hydro,1000075.52,1.00007552,"EMEA (Europe, the Middle East and Africa)"
2022,BG,Bulgaria,p40.11.d,Electricity by hydro,129032.33,0.12903233,"EMEA (Europe, the Middle East and Africa)"
2022,CY,Cyprus,p40.11.d,Electricity by hydro,0,0,"EMEA (Europe, the Middle East and Africa)"
2022,CZ,Czech Republic,p40.11.d,Electricity by hydro,443343.16,0.44334316,"EMEA (Europe, the Middle East and Africa)"
2022,DE,Germany,p40.11.d,Electricity by hydro,142685.52,0.14268552,"EMEA (Europe, the Middle East and Africa)"
2022,DK,Denmark,p40.11.d,Electricity by hydro,261513.83,0.26151383,"EMEA (Europe, the Middle East and Africa)"
2022,EE,Estonia,p40.11.d,Electricity by hydro,166296.31,0.16629631,"EMEA (Europe, the Middle East and Africa)"
2022,ES,Spain,p40.11.d,Electricity by hydro,281988.17,0.28198817,"EMEA (Europe, the Middle East and Africa)"
2022,FI,Finland,p40.11.d,Electricity by hydro,203056.72,0.20305672,"EMEA (Europe, the Middle East and Africa)"
2022,FR,France,p40.11.d,Electricity by hydro,250116.19,0.25011619,"EMEA (Europe, the Middle East and Africa)"
2022,GR,Greece,p40.11.d,Electricity by hydro,52761.56,0.05276156,"EMEA (Europe, the Middle East and Africa)"
2022,HR,Croatia,p40.11.d,Electricity by hydro,742408.91,0.74240891,"EMEA (Europe, the Middle East and Africa)"
2022,HU,Hungary,p40.11.d,Electricity by hydro,3174597.07,3.17459707,"EMEA (Europe, the Middle East and Africa)"
2022,IE,Ireland,p40.11.d,Electricity by hydro,40701.24,0.04070124,"EMEA (Europe, the Middle East and Africa)"
2022,IT,Italy,p40.11.d,Electricity by hydro,257092.9,0.2570929,"EMEA (Europe, the Middle East and Africa)"
2022,LT,Lithuania,p40.11.d,Electricity by hydro,121370.64,0.12137064,"EMEA (Europe, the Middle East and Africa)"
2022,LU,Luxembourg,p40.11.d,Electricity by hydro,260751.51,0.26075151,"EMEA (Europe, the Middle East and Africa)"
2022,LV,Latvia,p40.11.d,Electricity by hydro,317380.12,0.31738012,"EMEA (Europe, the Middle East and Africa)"
2022,MT,Malta,p40.11.d,Electricity by hydro,0,0,"EMEA (Europe, the Middle East and Africa)"
2022,NL,Netherlands,p40.11.d,Electricity by hydro,3495673.49,3.49567349,"EMEA (Europe, the Middle East and Africa)"
2022,PL,Poland,p40.11.d,Electricity by hydro,1486474.28,1.48647428,"EMEA (Europe, the Middle East and Africa)"
2022,PT,Portugal,p40.11.d,Electricity by hydro,133973.88,0.13397388,"EMEA (Europe, the Middle East and Africa)"
2022,RO,Romania,p40.11.d,Electricity by hydro,120769.45,0.12076945,"EMEA (Europe, the Middle East and Africa)"
2022,SE,Sweden,p40.11.d,Electricity by hydro,242749.54,0.24274954,"EMEA (Europe, the Middle East and Africa)"
2022,SI,Slovenia,p40.11.d,Electricity by hydro,242160.34,0.24216034,"EMEA (Europe, the Middle East and Africa)"
2022,SK,Slovakia,p40.11.d,Electricity by hydro,283741.24,0.28374124,"EMEA (Europe, the Middle East and Africa)"
2022,GB,United Kingdom,p40.11.d,Electricity by hydro,290216.15,0.29021615,"EMEA (Europe, the Middle East and Africa)"
2022,US,United States,p40.11.d,Electricity by hydro,114982.72,0.11498272,NA (North America)
2022,JP,Japan,p40.11.d,Electricity by hydro,104024.68,0.10402468,APAC (Asia-Pacific)
2022,CN,China,p40.11.d,Electricity by hydro,613100.72,0.61310072,APAC (Asia-Pacific)
2022,CA,Canada,p40.11.d,Electricity by hydro,449047.04,0.44904704,NA (North America)
2022,KR,Korea,p40.11.d,Electricity by hydro,438988.3,0.4389883,APAC (Asia-Pacific)
2022,BR,Brazil,p40.11.d,Electricity by hydro,117643.26,0.11764326,LATAM (Latin America)
2022,IN,India,p40.11.d,Electricity by hydro,259604.74,0.25960474,APAC (Asia-Pacific)
2022,MX,Mexico,p40.11.d,Electricity by hydro,575240.18,0.57524018,LATAM (Latin America)
2022,RU,Russia,p40.11.d,Electricity by hydro,339010.43,0.33901043,"EMEA (Europe, the Middle East and Africa)"
2022,AU,Australia,p40.11.d,Electricity by hydro,229081.43,0.22908143,APAC (Asia-Pacific)
2022,CH,Switzerland,p40.11.d,Electricity by hydro,262404.97,0.26240497,"EMEA (Europe, the Middle East and Africa)"
2022,TR,Turkey,p40.11.d,Electricity by hydro,74134.36,0.07413436,"EMEA (Europe, the Middle East and Africa)"
2022,TW,Taiwan,p40.11.d,Electricity by hydro,275586.46,0.27558646,APAC (Asia-Pacific)
2022,NO,Norway,p40.11.d,Electricity by hydro,35270.57,0.03527057,"EMEA (Europe, the Middle East and Africa)"
2022,ID,Indonesia,p40.11.d,Electricity by hydro,97632.24,0.09763224,APAC (Asia-Pacific)
2022,ZA,South Africa,p40.11.d,Electricity by hydro,1098508.72,1.09850872,"EMEA (Europe, the Middle East and Africa)"
2022,WA,ROW-Asia,p40.11.d,Electricity by hydro,299895.18,0.29989518,APAC (Asia-Pacific)
2022,WL,ROW-Americas,p40.11.d,Electricity by hydro,177655.49,0.17765549,LATAM (Latin America)
2022,WE,ROW-Europe,p40.11.d,Electricity by hydro,1646907,1.646907,"EMEA (Europe, the Middle East and Africa)"
2022,WF,ROW-Africa,p40.11.d,Electricity by hydro,593261.58,0.59326158,"EMEA (Europe, the Middle East and Africa)"
2022,WM,ROW-Middle East,p40.11.d,Electricity by hydro,829807.94,0.82980794,"EMEA (Europe, the Middle East and Africa)"
2022,AT,Austria,p40.11.c,Electricity by nuclear,237474.09,0.23747409,"EMEA (Europe, the Middle East and Africa)"
2022,BE,Belgium,p40.11.c,Electricity by nuclear,69242.64,0.06924264,"EMEA (Europe, the Middle East and Africa)"
2022,BG,Bulgaria,p40.11.c,Electricity by nuclear,169825.97,0.16982597,"EMEA (Europe, the Middle East and Africa)"
2022,CY,Cyprus,p40.11.c,Electricity by nuclear,0,0,"EMEA (Europe, the Middle East and Africa)"
2022,CZ,Czech Republic,p40.11.c,Electricity by nuclear,360923.92,0.36092392,"EMEA (Europe, the Middle East and Africa)"
2022,DE,Germany,p40.11.c,Electricity by nuclear,136598.28,0.13659828,"EMEA (Europe, the Middle East and Africa)"
2022,DK,Denmark,p40.11.c,Electricity by nuclear,0,0,"EMEA (Europe, the Middle East and Africa)"
2022,EE,Estonia,p40.11.c,Electricity by nuclear,153812.34,0.15381234,"EMEA (Europe, the Middle East and Africa)"
2022,ES,Spain,p40.11.c,Electricity by nuclear,250964.18,0.25096418,"EMEA (Europe, the Middle East and Africa)"
2022,FI,Finland,p40.11.c,Electricity by nuclear,134836.82,0.13483682,"EMEA (Europe, the Middle East and Africa)"
2022,FR,France,p40.11.c,Electricity by nuclear,263730.53,0.26373053,"EMEA (Europe, the Middle East and Africa)"
2022,GR,Greece,p40.11.c,Electricity by nuclear,0,0,"EMEA (Europe, the Middle East and Africa)"
2022,HR,Croatia,p40.11.c,Electricity by nuclear,504604.38,0.50460438,"EMEA (Europe, the Middle East and Africa)"
2022,HU,Hungary,p40.11.c,Electricity by nuclear,196400.71,0.19640071,"EMEA (Europe, the Middle East and Africa)"
2022,IE,Ireland,p40.11.c,Electricity by nuclear,782673.66,0.78267366,"EMEA (Europe, the Middle East and Africa)"
2022,IT,Italy,p40.11.c,Electricity by nuclear,195314.72,0.19531472,"EMEA (Europe, the Middle East and Africa)"
2022,LT,Lithuania,p40.11.c,Electricity by nuclear,107370.71,0.10737071,"EMEA (Europe, the Middle East and Africa)"
2022,LU,Luxembourg,p40.11.c,Electricity by nuclear,2505770.78,2.50577078,"EMEA (Europe, the Middle East and Africa)"
2022,LV,Latvia,p40.11.c,Electricity by nuclear,0,0,"EMEA (Europe, the Middle East and Africa)"
2022,MT,Malta,p40.11.c,Electricity by nuclear,0,0,"EMEA (Europe, the Middle East and Africa)"
2022,NL,Netherlands,p40.11.c,Electricity by nuclear,327530.6,0.3275306,"EMEA (Europe, the Middle East and Africa)"
2022,PL,Poland,p40.11.c,Electricity by nuclear,359322.27,0.35932227,"EMEA (Europe, the Middle East and Africa)"
