year,region_code,region,exiobase_code,exiobase_category,ef_kgco23_per_mil_euros,ef_kgco2e_per_euro,market
2022,CZ,Czech Republic,p23.20.a,Motor gasoline,2382356.01,2.38235601,"EMEA (Europe, the Middle East and Africa)"
2022,DE,Germany,p23.20.a,Motor gasoline,1110263.63,1.11026363,"EMEA (Europe, the Middle East and Africa)"
2022,DK,Denmark,p23.20.a,Motor gasoline,972209.39,0.97220939,"EMEA (Europe, the Middle East and Africa)"
2022,EE,Estonia,p23.20.a,Motor gasoline,509944.39,0.50994439,"EMEA (Europe, the Middle East and Africa)"
2022,ES,Spain,p23.20.a,Motor gasoline,2095703.99,2.09570399,"EMEA (Europe, the Middle East and Africa)"
2022,FI,Finland,p23.20.a,Motor gasoline,1778951.76,1.77895176,"EMEA (Europe, the Middle East and Africa)"
2022,FR,France,p23.20.a,Motor gasoline,1693525.07,1.69352507,"EMEA (Europe, the Middle East and Africa)"
2022,GR,Greece,p23.20.a,Motor gasoline,1467129.26,1.46712926,"EMEA (Europe, the Middle East and Africa)"
2022,HR,Croatia,p23.20.a,Motor gasoline,1463708.28,1.46370828,"EMEA (Europe, the Middle East and Africa)"
2022,HU,Hungary,p23.20.a,Motor gasoline,1431834.73,1.43183473,"EMEA (Europe, the Middle East and Africa)"
2022,IE,Ireland,p23.20.a,Motor gasoline,509634.48,0.50963448,"EMEA (Europe, the Middle East and Africa)"
2022,IT,Italy,p23.20.a,Motor gasoline,1977042.88,1.97704288,"EMEA (Europe, the Middle East and Africa)"
2022,LT,Lithuania,p23.20.a,Motor gasoline,1298519.82,1.29851982,"EMEA (Europe, the Middle East and Africa)"
2022,LU,Luxembourg,p23.20.a,Motor gasoline,0,0,"EMEA (Europe, the Middle East and Africa)"
2022,LV,Latvia,p23.20.a,Motor gasoline,0,0,"EMEA (Europe, the Middle East and Africa)"
2022,MT,Malta,p23.20.a,Motor gasoline,845413.41,0.84541341,"EMEA (Europe, the Middle East and Africa)"
2022,NL,Netherlands,p23.20.a,Motor gasoline,1333468.63,1.33346863,"EMEA (Europe, the Middle East and Africa)"
2022,PL,Poland,p23.20.a,Motor gasoline,2006305.94,2.00630594,"EMEA (Europe, the Middle East and Africa)"
2022,PT,Portugal,p23.20.a,Motor gasoline,1792589.1,1.7925891,"EMEA (Europe, the Middle East and Africa)"
2022,RO,Romania,p23.20.a,Motor gasoline,1534058.1,1.5340581,"EMEA (Europe, the Middle East and Africa)"
2022,SE,Sweden,p23.20.a,Motor gasoline,1300658.93,1.30065893,"EMEA (Europe, the Middle East and Africa)"
2022,SI,Slovenia,p23.20.a,Motor gasoline,157691.64,0.15769164,"EMEA (Europe, the Middle East and Africa)"
2022,SK,Slovakia,p23.20.a,Motor gasoline,1398911.42,1.39891142,"EMEA (Europe, the Middle East and Africa)"
2022,GB,United Kingdom,p23.20.a,Motor gasoline,1150712.94,1.15071294,"EMEA (Europe, the Middle East and Africa)"
2022,US,United States,p23.20.a,Motor gasoline,1360087.23,1.36008723,NA (North America)
2022,JP,Japan,p23.20.a,Motor gasoline,1062363.93,1.06236393,APAC (Asia-Pacific)
2022,CN,China,p23.20.a,Motor gasoline,1466084.16,1.46608416,APAC (Asia-Pacific)
2022,CA,Canada,p23.20.a,Motor gasoline,1815012.88,1.81501288,NA (North America)
2022,KR,Korea,p23.20.a,Motor gasoline,1721685.22,1.72168522,APAC (Asia-Pacific)
2022,BR,Brazil,p23.20.a,Motor gasoline,1021378.43,1.02137843,LATAM (Latin America)
2022,IN,India,p23.20.a,Motor gasoline,1450013.64,1.45001364,APAC (Asia-Pacific)
2022,MX,Mexico,p23.20.a,Motor gasoline,4381689.04,4.38168904,LATAM (Latin America)
2022,RU,Russia,p23.20.a,Motor gasoline,2010652.95,2.01065295,"EMEA (Europe, the Middle East and Africa)"
2022,AU,Australia,p23.20.a,Motor gasoline,1074590.24,1.07459024,APAC (Asia-Pacific)
2022,CH,Switzerland,p23.20.a,Motor gasoline,952599.47,0.95259947,"EMEA (Europe, the Middle East and Africa)"
2022,TR,Turkey,p23.20.a,Motor gasoline,1453934.42,1.45393442,"EMEA (Europe, the Middle East and Africa)"
2022,TW,Taiwan,p23.20.a,Motor gasoline,1866808.1,1.8668081,APAC (Asia-Pacific)
2022,NO,Norway,p23.20.a,Motor gasoline,618579.13,0.61857913,"EMEA (Europe, the Middle East and Africa)"
2022,ID,Indonesia,p23.20.a,Motor gasoline,266638.3,0.2666383,APAC (Asia-Pacific)
2022,ZA,South Africa,p23.20.a,Motor gasoline,3372997.28,3.37299728,"EMEA (Europe, the Middle East and Africa)"
2022,WA,ROW-Asia,p23.20.a,Motor gasoline,1652112.03,1.65211203,APAC (Asia-Pacific)
2022,WL,ROW-Americas,p23.20.a,Motor gasoline,1491069.48,1.49106948,LATAM (Latin America)
2022,WE,ROW-Europe,p23.20.a,Motor gasoline,2055947.8,2.0559478,"EMEA (Europe, the Middle East and Africa)"
2022,WF,ROW-Africa,p23.20.a,Motor gasoline,1974967.59,1.97496759,"EMEA (Europe, the Middle East and Africa)"
2022,WM,ROW-Middle East,p23.20.a,Motor gasoline,1900398.84,1.90039884,"EMEA (Europe, the Middle East and Africa)"
2022,AT,Austria,p34,"Motor vehicles, trailers and semi-trailers",272919.99,0.27291999,"EMEA (Europe, the Middle East and Africa)"
2022,BE,Belgium,p34,"Motor vehicles, trailers and semi-trailers",311341.95,0.31134195,"EMEA (Europe, the Middle East and Africa)"
2022,BG,Bulgaria,p34,"Motor vehicles, trailers and semi-trailers",743047.17,0.74304717,"EMEA (Europe, the Middle East and Africa)"
2022,CY,Cyprus,p34,"Motor vehicles, trailers and semi-trailers",536921.37,0.53692137,"EMEA (Europe, the Middle East and Africa)"
2022,CZ,Czech Republic,p34,"Motor vehicles, trailers and semi-trailers",424258.78,0.42425878,"EMEA (Europe, the Middle East and Africa)"
2022,DE,Germany,p34,"Motor vehicles, trailers and semi-trailers",302494.15,0.30249415,"EMEA (Europe, the Middle East and Africa)"
2022,DK,Denmark,p34,"Motor vehicles, trailers and semi-trailers",224507.21,0.22450721,"EMEA (Europe, the Middle East and Africa)"
2022,EE,Estonia,p34,"Motor vehicles, trailers and semi-trailers",499304.06,0.49930406,"EMEA (Europe, the Middle East and Africa)"
2022,ES,Spain,p34,"Motor vehicles, trailers and semi-trailers",327777.23,0.32777723,"EMEA (Europe, the Middle East and Africa)"
2022,FI,Finland,p34,"Motor vehicles, trailers and semi-trailers",425937.87,0.42593787,"EMEA (Europe, the Middle East and Africa)"
2022,FR,France,p34,"Motor vehicles, trailers and semi-trailers",256241.31,0.25624131,"EMEA (Europe, the Middle East and Africa)"
2022,GR,Greece,p34,"Motor vehicles, trailers and semi-trailers",429599.71,0.42959971,"EMEA (Europe, the Middle East and Africa)"
2022,HR,Croatia,p34,"Motor vehicles, trailers and semi-trailers",464876.79,0.46487679,"EMEA (Europe, the Middle East and Africa)"
2022,HU,Hungary,p34,"Motor vehicles, trailers and semi-trailers",394753.67,0.39475367,"EMEA (Europe, the Middle East and Africa)"
2022,IE,Ireland,p34,"Motor vehicles, trailers and semi-trailers",489211.63,0.48921163,"EMEA (Europe, the Middle East and Africa)"
2022,IT,Italy,p34,"Motor vehicles, trailers and semi-trailers",332395.6,0.3323956,"EMEA (Europe, the Middle East and Africa)"
2022,LT,Lithuania,p34,"Motor vehicles, trailers and semi-trailers",377821.42,0.37782142,"EMEA (Europe, the Middle East and Africa)"
2022,LU,Luxembourg,p34,"Motor vehicles, trailers and semi-trailers",692600.89,0.69260089,"EMEA (Europe, the Middle East and Africa)"
2022,LV,Latvia,p34,"Motor vehicles, trailers and semi-trailers",536483.9,0.5364839,"EMEA (Europe, the Middle East and Africa)"
2022,MT,Malta,p34,"Motor vehicles, trailers and semi-trailers",430063.73,0.43006373,"EMEA (Europe, the Middle East and Africa)"
2022,NL,Netherlands,p34,"Motor vehicles, trailers and semi-trailers",170941.82,0.17094182,"EMEA (Europe, the Middle East and Africa)"
2022,PL,Poland,p34,"Motor vehicles, trailers and semi-trailers",564558.13,0.56455813,"EMEA (Europe, the Middle East and Africa)"
2022,PT,Portugal,p34,"Motor vehicles, trailers and semi-trailers",411016.22,0.41101622,"EMEA (Europe, the Middle East and Africa)"
2022,RO,Romania,p34,"Motor vehicles, trailers and semi-trailers",290094.39,0.29009439,"EMEA (Europe, the Middle East and Africa)"
2022,SE,Sweden,p34,"Motor vehicles, trailers and semi-trailers",218169.37,0.21816937,"EMEA (Europe, the Middle East and Africa)"
2022,SI,Slovenia,p34,"Motor vehicles, trailers and semi-trailers",403443.95,0.40344395,"EMEA (Europe, the Middle East and Africa)"
2022,SK,Slovakia,p34,"Motor vehicles, trailers and semi-trailers",349500.99,0.34950099,"EMEA (Europe, the Middle East and Africa)"
2022,GB,United Kingdom,p34,"Motor vehicles, trailers and semi-trailers",316884.84,0.31688484,"EMEA (Europe, the Middle East and Africa)"
2022,US,United States,p34,"Motor vehicles, trailers and semi-trailers",360467.69,0.36046769,NA (North America)
2022,JP,Japan,p34,"Motor vehicles, trailers and semi-trailers",327361.83,0.32736183,APAC (Asia-Pacific)
2022,CN,China,p34,"Motor vehicles, trailers and semi-trailers",868664.55,0.86866455,APAC (Asia-Pacific)
2022,CA,Canada,p34,"Motor vehicles, trailers and semi-trailers",379228.2,0.3792282,NA (North America)
2022,KR,Korea,p34,"Motor vehicles, trailers and semi-trailers",496780.9,0.4967809,APAC (Asia-Pacific)
2022,BR,Brazil,p34,"Motor vehicles, trailers and semi-trailers",574944.22,0.57494422,LATAM (Latin America)
2022,IN,India,p34,"Motor vehicles, trailers and semi-trailers",1140960.57,1.14096057,APAC (Asia-Pacific)
2022,MX,Mexico,p34,"Motor vehicles, trailers and semi-trailers",476057.29,0.47605729,LATAM (Latin America)
2022,RU,Russia,p34,"Motor vehicles, trailers and semi-trailers",1602108.24,1.60210824,"EMEA (Europe, the Middle East and Africa)"
2022,AU,Australia,p34,"Motor vehicles, trailers and semi-trailers",524414.49,0.52441449,APAC (Asia-Pacific)
2022,CH,Switzerland,p34,"Motor vehicles, trailers and semi-trailers",177767.71,0.17776771,"EMEA (Europe, the Middle East and Africa)"
2022,TR,Turkey,p34,"Motor vehicles, trailers and semi-trailers",369227.08,0.36922708,"EMEA (Europe, the Middle East and Africa)"
2022,TW,Taiwan,p34,"Motor vehicles, trailers and semi-trailers",628511.88,0.62851188,APAC (Asia-Pacific)
2022,NO,Norway,p34,"Motor vehicles, trailers and semi-trailers",409321.12,0.40932112,"EMEA (Europe, the Middle East and Africa)"
2022,ID,Indonesia,p34,"Motor vehicles, trailers and semi-trailers",326525.09,0.32652509,APAC (Asia-Pacific)
2022,ZA,South Africa,p34,"Motor vehicles, trailers and semi-trailers",1469748.07,1.46974807,"EMEA (Europe, the Middle East and Africa)"
2022,WA,ROW-Asia,p34,"Motor vehicles, trailers and semi-trailers",589547.64,0.58954764,APAC (Asia-Pacific)
2022,WL,ROW-Americas,p34,"Motor vehicles, trailers and semi-trailers",413010.15,0.41301015,LATAM (Latin America)
2022,WE,ROW-Europe,p34,"Motor vehicles, trailers and semi-trailers",872012.45,0.87201245,"EMEA (Europe, the Middle East and Africa)"
2022,WF,ROW-Africa,p34,"Motor vehicles, trailers and semi-trailers",570284.96,0.57028496,"EMEA (Europe, the Middle East and Africa)"
2022,WM,ROW-Middle East,p34,"Motor vehicles, trailers and semi-trailers",410405.01,0.41040501,"EMEA (Europe, the Middle East and Africa)"
2022,AT,Austria,p24.b,N-fertiliser,493643.2,0.4936432,"EMEA (Europe, the Middle East and Africa)"
2022,BE,Belgium,p24.b,N-fertiliser,408002.72,0.40800272,"EMEA (Europe, the Middle East and Africa)"
2022,BG,Bulgaria,p24.b,N-fertiliser,1204645.91,1.20464591,"EMEA (Europe, the Middle East and Africa)"
2022,CY,Cyprus,p24.b,N-fertiliser,208272.92,0.20827292,"EMEA (Europe, the Middle East and Africa)"
2022,CZ,Czech Republic,p24.b,N-fertiliser,1169427.28,1.16942728,"EMEA (Europe, the Middle East and Africa)"
2022,DE,Germany,p24.b,N-fertiliser,871749.87,0.87174987,"EMEA (Europe, the Middle East and Africa)"
2022,DK,Denmark,p24.b,N-fertiliser,261458.73,0.26145873,"EMEA (Europe, the Middle East and Africa)"
2022,EE,Estonia,p24.b,N-fertiliser,961137.08,0.96113708,"EMEA (Europe, the Middle East and Africa)"
2022,ES,Spain,p24.b,N-fertiliser,4962232.42,4.96223242,"EMEA (Europe, the Middle East and Africa)"
2022,FI,Finland,p24.b,N-fertiliser,13448636.1,13.4486361,"EMEA (Europe, the Middle East and Africa)"
2022,FR,France,p24.b,N-fertiliser,767597.48,0.76759748,"EMEA (Europe, the Middle East and Africa)"
2022,GR,Greece,p24.b,N-fertiliser,517208.79,0.51720879,"EMEA (Europe, the Middle East and Africa)"
2022,HR,Croatia,p24.b,N-fertiliser,958794.06,0.95879406,"EMEA (Europe, the Middle East and Africa)"
2022,HU,Hungary,p24.b,N-fertiliser,3417488.4,3.4174884,"EMEA (Europe, the Middle East and Africa)"
2022,IE,Ireland,p24.b,N-fertiliser,135047.54,0.13504754,"EMEA (Europe, the Middle East and Africa)"
2022,IT,Italy,p24.b,N-fertiliser,1942968.39,1.94296839,"EMEA (Europe, the Middle East and Africa)"
2022,LT,Lithuania,p24.b,N-fertiliser,391791.17,0.39179117,"EMEA (Europe, the Middle East and Africa)"
2022,LU,Luxembourg,p24.b,N-fertiliser,216322.27,0.21632227,"EMEA (Europe, the Middle East and Africa)"
2022,LV,Latvia,p24.b,N-fertiliser,715044.39,0.71504439,"EMEA (Europe, the Middle East and Africa)"
2022,MT,Malta,p24.b,N-fertiliser,13112676.9,13.1126769,"EMEA (Europe, the Middle East and Africa)"
2022,NL,Netherlands,p24.b,N-fertiliser,2744261.17,2.74426117,"EMEA (Europe, the Middle East and Africa)"
2022,PL,Poland,p24.b,N-fertiliser,1207079.32,1.20707932,"EMEA (Europe, the Middle East and Africa)"
2022,PT,Portugal,p24.b,N-fertiliser,753531.62,0.75353162,"EMEA (Europe, the Middle East and Africa)"
2022,RO,Romania,p24.b,N-fertiliser,1422440.48,1.42244048,"EMEA (Europe, the Middle East and Africa)"
2022,SE,Sweden,p24.b,N-fertiliser,943284.45,0.94328445,"EMEA (Europe, the Middle East and Africa)"
2022,SI,Slovenia,p24.b,N-fertiliser,802872.16,0.80287216,"EMEA (Europe, the Middle East and Africa)"
2022,SK,Slovakia,p24.b,N-fertiliser,1948878.23,1.94887823,"EMEA (Europe, the Middle East and Africa)"
2022,GB,United Kingdom,p24.b,N-fertiliser,1330690.97,1.33069097,"EMEA (Europe, the Middle East and Africa)"
2022,US,United States,p24.b,N-fertiliser,1640214.18,1.64021418,NA (North America)
2022,JP,Japan,p24.b,N-fertiliser,1875913.51,1.87591351,APAC (Asia-Pacific)
2022,CN,China,p24.b,N-fertiliser,1320189.52,1.32018952,APAC (Asia-Pacific)
2022,CA,Canada,p24.b,N-fertiliser,2850319.97,2.85031997,NA (North America)
2022,KR,Korea,p24.b,N-fertiliser,2026225.02,2.02622502,APAC (Asia-Pacific)
2022,BR,Brazil,p24.b,N-fertiliser,703543.4,0.7035434,LATAM (Latin America)
2022,IN,India,p24.b,N-fertiliser,1771105.79,1.77110579,APAC (Asia-Pacific)
2022,MX,Mexico,p24.b,N-fertiliser,22230899.4,22.2308994,LATAM (Latin America)
2022,RU,Russia,p24.b,N-fertiliser,3082070.67,3.08207067,"EMEA (Europe, the Middle East and Africa)"
2022,AU,Australia,p24.b,N-fertiliser,557067.43,0.55706743,APAC (Asia-Pacific)
2022,CH,Switzerland,p24.b,N-fertiliser,712507.31,0.71250731,"EMEA (Europe, the Middle East and Africa)"
2022,TR,Turkey,p24.b,N-fertiliser,24370885.7,24.3708857,"EMEA (Europe, the Middle East and Africa)"
2022,TW,Taiwan,p24.b,N-fertiliser,1532428.65,1.53242865,APAC (Asia-Pacific)
2022,NO,Norway,p24.b,N-fertiliser,2506851.1,2.5068511,"EMEA (Europe, the Middle East and Africa)"
2022,ID,Indonesia,p24.b,N-fertiliser,3179642.05,3.17964205,APAC (Asia-Pacific)
2022,ZA,South Africa,p24.b,N-fertiliser,7441763.46,7.44176346,"EMEA (Europe, the Middle East and Africa)"
2022,WA,ROW-Asia,p24.b,N-fertiliser,4967092.72,4.96709272,APAC (Asia-Pacific)
2022,WL,ROW-Americas,p24.b,N-fertiliser,5376485.64,5.37648564,LATAM (Latin America)
2022,WE,ROW-Europe,p24.b,N-fertiliser,3699862.9,3.6998629,"EMEA (Europe, the Middle East and Africa)"
2022,WF,ROW-Africa,p24.b,N-fertiliser,6087636.7,6.0876367,"EMEA (Europe, the Middle East and Africa)"
2022,WM,ROW-Middle East,p24.b,N-fertiliser,1787567.24,1.78756724,"EMEA (Europe, the Middle East and Africa)"
2022,AT,Austria,p23.20.l,Naphtha,2363512.53,2.36351253,"EMEA (Europe, the Middle East and Africa)"
2022,BE,Belgium,p23.20.l,Naphtha,1223758.33,1.22375833,"EMEA (Europe, the Middle East and Africa)"
2022,BG,Bulgaria,p23.20.l,Naphtha,1580700.67,1.58070067,"EMEA (Europe, the Middle East and Africa)"
2022,CY,Cyprus,p23.20.l,Naphtha,2730093.43,2.73009343,"EMEA (Europe, the Middle East and Africa)"
2022,CZ,Czech Republic,p23.20.l,Naphtha,2119391.92,2.11939192,"EMEA (Europe, the Middle East and Africa)"
2022,DE,Germany,p23.20.l,Naphtha,1058589.33,1.05858933,"EMEA (Europe, the Middle East and Africa)"
2022,DK,Denmark,p23.20.l,Naphtha,974301.45,0.97430145,"EMEA (Europe, the Middle East and Africa)"
2022,EE,Estonia,p23.20.l,Naphtha,689802,0.689802,"EMEA (Europe, the Middle East and Africa)"
2022,ES,Spain,p23.20.l,Naphtha,2098636.95,2.09863695,"EMEA (Europe, the Middle East and Africa)"
2022,FI,Finland,p23.20.l,Naphtha,2808354.71,2.80835471,"EMEA (Europe, the Middle East and Africa)"
2022,FR,France,p23.20.l,Naphtha,1693525.07,1.69352507,"EMEA (Europe, the Middle East and Africa)"
2022,GR,Greece,p23.20.l,Naphtha,1468035.69,1.46803569,"EMEA (Europe, the Middle East and Africa)"
2022,HR,Croatia,p23.20.l,Naphtha,1330545.98,1.33054598,"EMEA (Europe, the Middle East and Africa)"
2022,HU,Hungary,p23.20.l,Naphtha,1431218.69,1.43121869,"EMEA (Europe, the Middle East and Africa)"
2022,IE,Ireland,p23.20.l,Naphtha,519262.04,0.51926204,"EMEA (Europe, the Middle East and Africa)"
2022,IT,Italy,p23.20.l,Naphtha,1956609.32,1.95660932,"EMEA (Europe, the Middle East and Africa)"
2022,LT,Lithuania,p23.20.l,Naphtha,1282348.35,1.28234835,"EMEA (Europe, the Middle East and Africa)"
2022,LU,Luxembourg,p23.20.l,Naphtha,0,0,"EMEA (Europe, the Middle East and Africa)"
2022,LV,Latvia,p23.20.l,Naphtha,0,0,"EMEA (Europe, the Middle East and Africa)"
2022,MT,Malta,p23.20.l,Naphtha,1877065.13,1.87706513,"EMEA (Europe, the Middle East and Africa)"
2022,NL,Netherlands,p23.20.l,Naphtha,1347181.1,1.3471811,"EMEA (Europe, the Middle East and Africa)"
2022,PL,Poland,p23.20.l,Naphtha,2058589.51,2.05858951,"EMEA (Europe, the Middle East and Africa)"
2022,PT,Portugal,p23.20.l,Naphtha,1410705.15,1.41070515,"EMEA (Europe, the Middle East and Africa)"
2022,RO,Romania,p23.20.l,Naphtha,1534058.1,1.5340581,"EMEA (Europe, the Middle East and Africa)"
2022,SE,Sweden,p23.20.l,Naphtha,1285370.84,1.28537084,"EMEA (Europe, the Middle East and Africa)"
2022,SI,Slovenia,p23.20.l,Naphtha,157691.64,0.15769164,"EMEA (Europe, the Middle East and Africa)"
2022,SK,Slovakia,p23.20.l,Naphtha,1280742.73,1.28074273,"EMEA (Europe, the Middle East and Africa)"
2022,GB,United Kingdom,p23.20.l,Naphtha,1130939.94,1.13093994,"EMEA (Europe, the Middle East and Africa)"
2022,US,United States,p23.20.l,Naphtha,1358318.43,1.35831843,NA (North America)
2022,JP,Japan,p23.20.l,Naphtha,1062363.93,1.06236393,APAC (Asia-Pacific)
2022,CN,China,p23.20.l,Naphtha,1466084.16,1.46608416,APAC (Asia-Pacific)
2022,CA,Canada,p23.20.l,Naphtha,1788549.56,1.78854956,NA (North America)
2022,KR,Korea,p23.20.l,Naphtha,1721685.22,1.72168522,APAC (Asia-Pacific)
2022,BR,Brazil,p23.20.l,Naphtha,880938.19,0.88093819,LATAM (Latin America)
2022,IN,India,p23.20.l,Naphtha,1448170.62,1.44817062,APAC (Asia-Pacific)
2022,MX,Mexico,p23.20.l,Naphtha,4389183.68,4.38918368,LATAM (Latin America)
2022,RU,Russia,p23.20.l,Naphtha,2136100.57,2.13610057,"EMEA (Europe, the Middle East and Africa)"
2022,AU,Australia,p23.20.l,Naphtha,1196979.92,1.19697992,APAC (Asia-Pacific)
2022,CH,Switzerland,p23.20.l,Naphtha,1463736.43,1.46373643,"EMEA (Europe, the Middle East and Africa)"
2022,TR,Turkey,p23.20.l,Naphtha,1439136.83,1.43913683,"EMEA (Europe, the Middle East and Africa)"
2022,TW,Taiwan,p23.20.l,Naphtha,1866808.1,1.8668081,APAC (Asia-Pacific)
2022,NO,Norway,p23.20.l,Naphtha,618490.17,0.61849017,"EMEA (Europe, the Middle East and Africa)"
2022,ID,Indonesia,p23.20.l,Naphtha,266638.3,0.2666383,APAC (Asia-Pacific)
2022,ZA,South Africa,p23.20.l,Naphtha,0,0,"EMEA (Europe, the Middle East and Africa)"
2022,WA,ROW-Asia,p23.20.l,Naphtha,1955095.09,1.95509509,APAC (Asia-Pacific)
2022,WL,ROW-Americas,p23.20.l,Naphtha,1484288.23,1.48428823,LATAM (Latin America)
2022,WE,ROW-Europe,p23.20.l,Naphtha,2562339.38,2.56233938,"EMEA (Europe, the Middle East and Africa)"
2022,WF,ROW-Africa,p23.20.l,Naphtha,1902504.62,1.90250462,"EMEA (Europe, the Middle East and Africa)"
2022,WM,ROW-Middle East,p23.20.l,Naphtha,2862214.8,2.8622148,"EMEA (Europe, the Middle East and Africa)"
2022,AT,Austria,p11.b,"Natural gas and services related to natural gas extraction, excluding surveying",2514577.16,2.51457716,"EMEA (Europe, the Middle East and Africa)"
2022,BE,Belgium,p11.b,"Natural gas and services related to natural gas extraction, excluding surveying",0,0,"EMEA (Europe, the Middle East and Africa)"
2022,BG,Bulgaria,p11.b,"Natural gas and services related to natural gas extraction, excluding surveying",10437980.4,10.4379804,"EMEA (Europe, the Middle East and Africa)"
2022,CY,Cyprus,p11.b,"Natural gas and services related to natural gas extraction, excluding surveying",544058.8,0.5440588,"EMEA (Europe, the Middle East and Africa)"
2022,CZ,Czech Republic,p11.b,"Natural gas and services related to natural gas extraction, excluding surveying",12828967.8,12.8289678,"EMEA (Europe, the Middle East and Africa)"
2022,DE,Germany,p11.b,"Natural gas and services related to natural gas extraction, excluding surveying",2037532.74,2.03753274,"EMEA (Europe, the Middle East and Africa)"
2022,DK,Denmark,p11.b,"Natural gas and services related to natural gas extraction, excluding surveying",619769.34,0.61976934,"EMEA (Europe, the Middle East and Africa)"
2022,EE,Estonia,p11.b,"Natural gas and services related to natural gas extraction, excluding surveying",0,0,"EMEA (Europe, the Middle East and Africa)"
2022,ES,Spain,p11.b,"Natural gas and services related to natural gas extraction, excluding surveying",281883936,281.883936,"EMEA (Europe, the Middle East and Africa)"
2022,FI,Finland,p11.b,"Natural gas and services related to natural gas extraction, excluding surveying",0,0,"EMEA (Europe, the Middle East and Africa)"
2022,FR,France,p11.b,"Natural gas and services related to natural gas extraction, excluding surveying",4085867.16,4.08586716,"EMEA (Europe, the Middle East and Africa)"
2022,GR,Greece,p11.b,"Natural gas and services related to natural gas extraction, excluding surveying",29053046.5,29.0530465,"EMEA (Europe, the Middle East and Africa)"
2022,HR,Croatia,p11.b,"Natural gas and services related to natural gas extraction, excluding surveying",17404424.2,17.4044242,"EMEA (Europe, the Middle East and Africa)"
2022,HU,Hungary,p11.b,"Natural gas and services related to natural gas extraction, excluding surveying",4904695.55,4.90469555,"EMEA (Europe, the Middle East and Africa)"
2022,IE,Ireland,p11.b,"Natural gas and services related to natural gas extraction, excluding surveying",12736368,12.736368,"EMEA (Europe, the Middle East and Africa)"
2022,IT,Italy,p11.b,"Natural gas and services related to natural gas extraction, excluding surveying",9237424,9.237424,"EMEA (Europe, the Middle East and Africa)"
2022,LT,Lithuania,p11.b,"Natural gas and services related to natural gas extraction, excluding surveying",752361.52,0.75236152,"EMEA (Europe, the Middle East and Africa)"
2022,LU,Luxembourg,p11.b,"Natural gas and services related to natural gas extraction, excluding surveying",0,0,"EMEA (Europe, the Middle East and Africa)"
2022,LV,Latvia,p11.b,"Natural gas and services related to natural gas extraction, excluding surveying",0,0,"EMEA (Europe, the Middle East and Africa)"
2022,MT,Malta,p11.b,"Natural gas and services related to natural gas extraction, excluding surveying",490277.31,0.49027731,"EMEA (Europe, the Middle East and Africa)"
2022,NL,Netherlands,p11.b,"Natural gas and services related to natural gas extraction, excluding surveying",2125141.6,2.1251416,"EMEA (Europe, the Middle East and Africa)"
2022,PL,Poland,p11.b,"Natural gas and services related to natural gas extraction, excluding surveying",184806734,184.806734,"EMEA (Europe, the Middle East and Africa)"
2022,PT,Portugal,p11.b,"Natural gas and services related to natural gas extraction, excluding surveying",0,0,"EMEA (Europe, the Middle East and Africa)"
2022,RO,Romania,p11.b,"Natural gas and services related to natural gas extraction, excluding surveying",8332278.72,8.33227872,"EMEA (Europe, the Middle East and Africa)"
2022,SE,Sweden,p11.b,"Natural gas and services related to natural gas extraction, excluding surveying",7607557.86,7.60755786,"EMEA (Europe, the Middle East and Africa)"
2022,SI,Slovenia,p11.b,"Natural gas and services related to natural gas extraction, excluding surveying",39237660.1,39.2376601,"EMEA (Europe, the Middle East and Africa)"
2022,SK,Slovakia,p11.b,"Natural gas and services related to natural gas extraction, excluding surveying",25553189.5,25.5531895,"EMEA (Europe, the Middle East and Africa)"
2022,GB,United Kingdom,p11.b,"Natural gas and services related to natural gas extraction, excluding surveying",782438.6,0.7824386,"EMEA (Europe, the Middle East and Africa)"
2022,US,United States,p11.b,"Natural gas and services related to natural gas extraction, excluding surveying",1497283.61,1.49728361,NA (North America)
2022,JP,Japan,p11.b,"Natural gas and services related to natural gas extraction, excluding surveying",44954925.5,44.9549255,APAC (Asia-Pacific)
2022,CN,China,p11.b,"Natural gas and services related to natural gas extraction, excluding surveying",5349331.77,5.34933177,APAC (Asia-Pacific)
2022,CA,Canada,p11.b,"Natural gas and services related to natural gas extraction, excluding surveying",5180535.58,5.18053558,NA (North America)
2022,KR,Korea,p11.b,"Natural gas and services related to natural gas extraction, excluding surveying",13663685.4,13.6636854,APAC (Asia-Pacific)
2022,BR,Brazil,p11.b,"Natural gas and services related to natural gas extraction, excluding surveying",14326803.9,14.3268039,LATAM (Latin America)
2022,IN,India,p11.b,"Natural gas and services related to natural gas extraction, excluding surveying",7237435.34,7.23743534,APAC (Asia-Pacific)
2022,MX,Mexico,p11.b,"Natural gas and services related to natural gas extraction, excluding surveying",22214043.4,22.2140434,LATAM (Latin America)
2022,RU,Russia,p11.b,"Natural gas and services related to natural gas extraction, excluding surveying",9749263.92,9.74926392,"EMEA (Europe, the Middle East and Africa)"
2022,AU,Australia,p11.b,"Natural gas and services related to natural gas extraction, excluding surveying",2224159.87,2.22415987,APAC (Asia-Pacific)
2022,CH,Switzerland,p11.b,"Natural gas and services related to natural gas extraction, excluding surveying",13503304.1,13.5033041,"EMEA (Europe, the Middle East and Africa)"
2022,TR,Turkey,p11.b,"Natural gas and services related to natural gas extraction, excluding surveying",6128195.31,6.12819531,"EMEA (Europe, the Middle East and Africa)"
